"SN","Date Time","Fuel","Engine Duration (Minute)","Avg Speed"
"1374","06/01/2020 9:20 PM","101.68","0","0"
"1375","06/01/2020 9:25 PM","101.61","0","0"
"1376","06/01/2020 9:30 PM","101.46","0","0"
"1377","06/01/2020 9:35 PM","101.46","0","0"
"1378","06/01/2020 9:40 PM","101.43","0","0"
"1379","06/01/2020 9:45 PM","101.36","0","0"
"1380","06/01/2020 9:50 PM","101.3","0","0"
"1381","06/01/2020 9:55 PM","101.3","0","0"
"1382","06/01/2020 10:00 PM","101.21","0","0"
"1383","06/01/2020 10:05 PM","101.3","0","0"
"1384","06/01/2020 10:10 PM","101.3","0","0"
"1385","06/01/2020 10:15 PM","101.21","3.9","3"
"1386","06/01/2020 10:20 PM","102.24","4.97","4"
"1387","06/01/2020 10:25 PM","101.84","4.93","4"
"1388","06/01/2020 10:30 PM","100.48","4.98","4"
"1389","06/01/2020 10:35 PM","100.23","4.97","4"
"1390","06/01/2020 10:40 PM","98.97","4.9","4"
"1391","06/01/2020 10:45 PM","98.88","4.95","4"
"1392","06/01/2020 10:50 PM","98.03","4.95","4"
"1393","06/01/2020 10:55 PM","98.72","4.93","3"
"1394","06/01/2020 11:00 PM","96.83","4.88","4"
"1395","06/01/2020 11:05 PM","96.39","4.92","4"
"1396","06/01/2020 11:10 PM","96.3","4.92","4"
"1397","06/01/2020 11:15 PM","94.95","4.93","4"
"1398","06/01/2020 11:20 PM","94.47","4.97","3"
"1399","06/01/2020 11:25 PM","93.75","4.92","4"
"1400","06/01/2020 11:30 PM","94","4.92","4"
"1401","06/01/2020 11:35 PM","93.28","4.92","4"
"1402","06/01/2020 11:40 PM","91.17","4.97","3"
"1403","06/01/2020 11:45 PM","89.47","1.63","0"
"1404","06/01/2020 11:50 PM","89.47","0","0"
"1405","06/01/2020 11:55 PM","89.44","0","0"
